id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
550,2016,Feroz Shah Kotla,2016-05-05,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,0.0,7.0,AM Rahane,Feroz Shah Kotla,RJ Tucker,RS Madugalle,
551,2016,"Rajiv Gandhi International Stadium, Uppal",2016-05-06,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,5.0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",S Ravi,J Srinath,
553,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-07,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,9.0,0.0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",CK Nandan,RS Mahanama,
552,2016,M Chinnaswamy Stadium,2016-05-07,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,V Kohli,M Chinnaswamy Stadium,BNJ Oxenford,Chinmay Sharma,
555,2016,Eden Gardens,2016-05-08,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,5.0,P Kumar,Eden Gardens,RJ Tucker,J Srinath,
554,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85.0,0.0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,C Shamshuddin,RS Madugalle,
556,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-09,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1.0,0.0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,Amit Sharma,
557,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-10,Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4.0,0.0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,VK Sharma,S Chaturvedi,
558,2016,M Chinnaswamy Stadium,2016-05-11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,6.0,KH Pandya,M Chinnaswamy Stadium,C Shamshuddin,RS Madugalle,
559,2016,"Rajiv Gandhi International Stadium, Uppal",2016-05-12,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,CH Morris,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,J Srinath,
560,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0.0,7.0,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CK Nandan,RS Mahanama,
562,2016,Eden Gardens,2016-05-14,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,bat,normal,0,Kolkata Knight Riders,0.0,8.0,YK Pathan,Eden Gardens,BNJ Oxenford,Chinmay Sharma,
561,2016,M Chinnaswamy Stadium,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144.0,0.0,AB de Villiers,M Chinnaswamy Stadium,VK Sharma,RS Madugalle,
563,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",M Erasmus,M Nayyar,
564,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-15,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,80.0,0.0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CK Nandan,Amit Sharma,
565,2016,Eden Gardens,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,9.0,V Kohli,Eden Gardens,A Nand Kishore,Chinmay Sharma,
566,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-17,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,field,normal,0,Rising Pune Supergiants,19.0,0.0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,C Shamshuddin,RS Mahanama,
567,2016,M Chinnaswamy Stadium,2016-05-18,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,82.0,0.0,V Kohli,M Chinnaswamy Stadium,M Erasmus,M Nayyar,
568,2016,Green Park,2016-05-19,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,6.0,DR Smith,Green Park,CK Nandan,RS Mahanama,
569,2016,Shaheed Veer Narayan Singh International Stadium,2016-05-20,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,KK Nair,Shaheed Veer Narayan Singh International Stadium,BNJ Oxenford,S Chaturvedi,
571,2016,Green Park,2016-05-21,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,6.0,SK Raina,Green Park,CK Nandan,RS Mahanama,
570,2016,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-21,Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Rising Pune Supergiants,0.0,4.0,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,RS Madugalle,
573,2016,Shaheed Veer Narayan Singh International Stadium,2016-05-22,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,6.0,V Kohli,Shaheed Veer Narayan Singh International Stadium,BNJ Oxenford,Chinmay Sharma,
572,2016,Eden Gardens,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22.0,0.0,YK Pathan,Eden Gardens,M Erasmus,J Srinath,
574,2016,M Chinnaswamy Stadium,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,RS Mahanama,
575,2016,Feroz Shah Kotla,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22.0,0.0,MC Henriques,Feroz Shah Kotla,C Shamshuddin,RS Mahanama,
576,2016,Feroz Shah Kotla,2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,4.0,DA Warner,Feroz Shah Kotla,CK Nandan,RS Mahanama,
577,2016,M Chinnaswamy Stadium,2016-05-29,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8.0,0.0,BCJ Cutting,M Chinnaswamy Stadium,BNJ Oxenford,RS Madugalle,
578,2017,"Rajiv Gandhi International Stadium, Uppal",2017-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35.0,0.0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,J Srinath,
579,2017,Maharashtra Cricket Association Stadium,2017-04-06,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,7.0,SPD Smith,Maharashtra Cricket Association Stadium,S Ravi,M Nayyar,
580,2017,Saurashtra Cricket Association Stadium,2017-04-07,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,10.0,CA Lynn,Saurashtra Cricket Association Stadium,CK Nandan,V Narayan Kutty,
581,2017,Holkar Cricket Stadium,2017-04-08,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,GJ Maxwell,Holkar Cricket Stadium,C Shamshuddin,Chinmay Sharma,
582,2017,M.Chinnaswamy Stadium,2017-04-08,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15.0,0.0,KM Jadhav,M.Chinnaswamy Stadium,VK Sharma,J Srinath,
584,2017,Wankhede Stadium,2017-04-09,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,4.0,N Rana,Wankhede Stadium,CK Nandan,S Chaturvedi,
583,2017,"Rajiv Gandhi International Stadium, Uppal",2017-04-09,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,9.0,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,M Nayyar,
585,2017,Holkar Cricket Stadium,2017-04-10,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0.0,8.0,AR Patel,Holkar Cricket Stadium,C Shamshuddin,Chinmay Sharma,
586,2017,Maharashtra Cricket Association Stadium,2017-04-11,Rising Pune Supergiant,Delhi Daredevils,Rising Pune Supergiant,field,normal,0,Delhi Daredevils,97.0,0.0,SV Samson,Maharashtra Cricket Association Stadium,S Ravi,J Srinath,
587,2017,Wankhede Stadium,2017-04-12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,4.0,JJ Bumrah,Wankhede Stadium,CK Nandan,M Nayyar,
588,2017,Eden Gardens,2017-04-13,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,SP Narine,Eden Gardens,NJ Llong,AJ Pycroft,
590,2017,Saurashtra Cricket Association Stadium,2017-04-14,Gujarat Lions,Rising Pune Supergiant,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,7.0,AJ Tye,Saurashtra Cricket Association Stadium,S Ravi,J Srinath,
589,2017,M Chinnaswamy Stadium,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,4.0,KA Pollard,M Chinnaswamy Stadium,AK Chaudhary,Chinmay Sharma,
592,2017,Feroz Shah Kotla,2017-04-15,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Delhi Daredevils,51.0,0.0,CJ Anderson,Feroz Shah Kotla,Nitin Menon,S Chaturvedi,
591,2017,Eden Gardens,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17.0,0.0,RV Uthappa,Eden Gardens,NJ Llong,AJ Pycroft,
593,2017,Wankhede Stadium,2017-04-16,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,6.0,N Rana,Wankhede Stadium,S Ravi,M Nayyar,
594,2017,M Chinnaswamy Stadium,2017-04-16,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27.0,0.0,BA Stokes,M Chinnaswamy Stadium,C Shamshuddin,Chinmay Sharma,
595,2017,Feroz Shah Kotla,2017-04-17,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0.0,4.0,NM Coulter-Nile,Feroz Shah Kotla,CK Nandan,S Chaturvedi,
596,2017,"Rajiv Gandhi International Stadium, Uppal",2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,5.0,0.0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,AJ Pycroft,
597,2017,Saurashtra Cricket Association Stadium,2017-04-18,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21.0,0.0,CH Gayle,Saurashtra Cricket Association Stadium,VK Sharma,J Srinath,
598,2017,"Rajiv Gandhi International Stadium, Uppal",2017-04-19,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15.0,0.0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,M Nayyar,
599,2017,Holkar Cricket Stadium,2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,8.0,JC Buttler,Holkar Cricket Stadium,C Shamshuddin,AJ Pycroft,
600,2017,Eden Gardens,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,4.0,SK Raina,Eden Gardens,Nitin Menon,V Narayan Kutty,
601,2017,Wankhede Stadium,2017-04-22,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,14.0,0.0,MJ McClenaghan,Wankhede Stadium,S Ravi,J Srinath,
602,2017,Maharashtra Cricket Association Stadium,2017-04-22,Rising Pune Supergiant,Sunrisers Hyderabad,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,6.0,MS Dhoni,Maharashtra Cricket Association Stadium,A Deshmukh,M Nayyar,
603,2017,Saurashtra Cricket Association Stadium,2017-04-23,Gujarat Lions,Kings XI Punjab,Gujarat Lions,field,normal,0,Kings XI Punjab,26.0,0.0,HM Amla,Saurashtra Cricket Association Stadium,M Erasmus,Chinmay Sharma,
604,2017,Eden Gardens,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82.0,0.0,NM Coulter-Nile,Eden Gardens,CK Nandan,V Narayan Kutty,
605,2017,Wankhede Stadium,2017-04-24,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3.0,0.0,BA Stokes,Wankhede Stadium,S Ravi,J Srinath,
606,2017,Maharashtra Cricket Association Stadium,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,RV Uthappa,Maharashtra Cricket Association Stadium,NJ Llong,AJ Pycroft,
607,2017,M Chinnaswamy Stadium,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,7.0,AJ Tye,M Chinnaswamy Stadium,C Shamshuddin,Chinmay Sharma,
609,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-28,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26.0,0.0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",CK Nandan,S Chaturvedi,
608,2017,Eden Gardens,2017-04-28,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,G Gambhir,Eden Gardens,S Ravi,AJ Pycroft,
611,2017,Saurashtra Cricket Association Stadium,2017-04-29,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,normal,0,Draw/No Result,0.0,0.0,KH Pandya,Saurashtra Cricket Association Stadium,CB Gaffaney,M Nayyar,
610,2017,Maharashtra Cricket Association Stadium,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61.0,0.0,LH Ferguson,Maharashtra Cricket Association Stadium,M Erasmus,Chinmay Sharma,
612,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-30,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,10.0,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",CK Nandan,S Chaturvedi,
613,2017,"Rajiv Gandhi International Stadium, Uppal",2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",S Ravi,J Srinath,
614,2017,Wankhede Stadium,2017-05-01,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0.0,5.0,RG Sharma,Wankhede Stadium,CB Gaffaney,M Nayyar,
615,2017,Maharashtra Cricket Association Stadium,2017-05-01,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,5.0,BA Stokes,Maharashtra Cricket Association Stadium,C Shamshuddin,Chinmay Sharma,
616,2017,Feroz Shah Kotla,2017-05-02,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,Mohammed Shami,Feroz Shah Kotla,Nitin Menon,AJ Pycroft,
617,2017,Eden Gardens,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,4.0,RA Tripathi,Eden Gardens,A Nand Kishore,J Srinath,
618,2017,Feroz Shah Kotla,2017-05-04,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,RR Pant,Feroz Shah Kotla,Nitin Menon,M Nayyar,
619,2017,M Chinnaswamy Stadium,2017-05-05,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19.0,0.0,Sandeep Sharma,M Chinnaswamy Stadium,C Shamshuddin,V Narayan Kutty,
621,2017,Feroz Shah Kotla,2017-05-06,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,normal,0,Mumbai Indians,146.0,0.0,LMP Simmons,Feroz Shah Kotla,CK Nandan,M Nayyar,
620,2017,"Rajiv Gandhi International Stadium, Uppal",2017-05-06,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12.0,0.0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,Chinmay Sharma,
623,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-07,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,6.0,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",VK Sharma,J Srinath,
622,2017,M Chinnaswamy Stadium,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,SP Narine,M Chinnaswamy Stadium,C Shamshuddin,AJ Pycroft,
624,2017,"Rajiv Gandhi International Stadium, Uppal",2017-05-08,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,Chinmay Sharma,
625,2017,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14.0,0.0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,J Srinath,
626,2017,Green Park,2017-05-10,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,2.0,SS Iyer,Green Park,AK Chaudhary,V Narayan Kutty,
627,2017,Wankhede Stadium,2017-05-11,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,normal,0,Kings XI Punjab,7.0,0.0,WP Saha,Wankhede Stadium,A Nand Kishore,M Nayyar,
628,2017,Feroz Shah Kotla,2017-05-12,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,0,Delhi Daredevils,7.0,0.0,KK Nair,Feroz Shah Kotla,CK Nandan,AJ Pycroft,
629,2017,Green Park,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,8.0,Mohammed Siraj,Green Park,Nitin Menon,Chinmay Sharma,
630,2017,Eden Gardens,2017-05-13,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9.0,0.0,AT Rayudu,Eden Gardens,S Ravi,J Srinath,
632,2017,Feroz Shah Kotla,2017-05-14,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10.0,0.0,HV Patel,Feroz Shah Kotla,C Shamshuddin,AJ Pycroft,
631,2017,Maharashtra Cricket Association Stadium,2017-05-14,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,9.0,JD Unadkat,Maharashtra Cricket Association Stadium,A Deshmukh,M Nayyar,
633,2017,Wankhede Stadium,2017-05-16,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20.0,0.0,Washington Sundar,Wankhede Stadium,C Shamshuddin,J Srinath,
634,2017,M Chinnaswamy Stadium,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,NM Coulter-Nile,M Chinnaswamy Stadium,Nitin Menon,M Nayyar,
635,2017,M Chinnaswamy Stadium,2017-05-19,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,6.0,KV Sharma,M Chinnaswamy Stadium,Nitin Menon,Chinmay Sharma,
636,2017,"Rajiv Gandhi International Stadium, Uppal",2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1.0,0.0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",S Ravi,J Srinath,
637,2018,Wankhede Stadium,2018-04-07,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,1.0,DJ Bravo,Wankhede Stadium,A Nand Kishore,RB Richardson,
638,2018,Punjab Cricket Association IS Bindra Stadium,2018-04-08,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,KL Rahul,Punjab Cricket Association IS Bindra Stadium,RJ Tucker,J Srinath,
639,2018,Eden Gardens,2018-04-08,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,4.0,SP Narine,Eden Gardens,C Shamshuddin,V Narayan Kutty,
640,2018,Rajiv Gandhi International Stadium,2018-04-09,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,9.0,S Dhawan,Rajiv Gandhi International Stadium,VA Kulkarni,S Chaturvedi,
641,2018,MA Chidambaram Stadium,2018-04-10,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,SW Billings,MA Chidambaram Stadium,CB Gaffaney,RB Richardson,
642,2018,Sawai Mansingh Stadium,2018-04-11,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,10.0,0.0,SV Samson,Sawai Mansingh Stadium,Nitin Menon,J Srinath,
643,2018,Rajiv Gandhi International Stadium,2018-04-12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,1.0,Rashid Khan,Rajiv Gandhi International Stadium,NJ Llong,S Chaturvedi,
644,2018,M.Chinnaswamy Stadium,2018-04-13,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,4.0,UT Yadav,M.Chinnaswamy Stadium,S Ravi,V Narayan Kutty,
646,2018,Eden Gardens,2018-04-14,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,5.0,B Stanlake,Eden Gardens,A Nand Kishore,RB Richardson,
645,2018,Wankhede Stadium,2018-04-14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,JJ Roy,Wankhede Stadium,Nitin Menon,J Srinath,
648,2018,Punjab Cricket Association IS Bindra Stadium,2018-04-15,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,4.0,0.0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,VA Kulkarni,S Chaturvedi,
647,2018,M.Chinnaswamy Stadium,2018-04-15,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19.0,0.0,SV Samson,M.Chinnaswamy Stadium,S Ravi,M Nayyar,
649,2018,Eden Gardens,2018-04-16,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,71.0,0.0,N Rana,Eden Gardens,A Nand Kishore,RB Richardson,
650,2018,Wankhede Stadium,2018-04-17,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,46.0,0.0,RG Sharma,Wankhede Stadium,RJ Tucker,J Srinath,
651,2018,Sawai Mansingh Stadium,2018-04-18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,N Rana,Sawai Mansingh Stadium,S Ravi,M Nayyar,
652,2018,Punjab Cricket Association IS Bindra Stadium,2018-04-19,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15.0,0.0,CH Gayle,Punjab Cricket Association IS Bindra Stadium,NJ Llong,S Chaturvedi,
653,2018,Maharashtra Cricket Association Stadium,2018-04-20,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,64.0,0.0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,J Srinath,
655,2018,M.Chinnaswamy Stadium,2018-04-21,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,6.0,AB de Villiers,M.Chinnaswamy Stadium,CK Nandan,RB Richardson,
654,2018,Eden Gardens,2018-04-21,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,9.0,KL Rahul,Eden Gardens,C Shamshuddin,M Nayyar,
656,2018,Rajiv Gandhi International Stadium,2018-04-22,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,4.0,0.0,AT Rayudu,Rajiv Gandhi International Stadium,VA Kulkarni,S Chaturvedi,
657,2018,Sawai Mansingh Stadium,2018-04-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0.0,3.0,JC Archer,Sawai Mansingh Stadium,RJ Tucker,J Srinath,
658,2018,Arun Jaitley Stadium,2018-04-23,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,4.0,0.0,AS Rajpoot,Arun Jaitley Stadium,CK Nandan,RB Richardson,
